movieId,imdbId,tmdbId,title,genres,year,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,rating,tag
1204,56172,947.0,Lawrence of Arabia ,Adventure|Drama|War,1962,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.3,Middle East
1206,66921,185.0,"Clockwork Orange, A ",Crime|Drama|Sci-Fi|Thriller,1971,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,3.995833333333333,brainwashing
1207,56592,595.0,To Kill a Mockingbird ,Drama,1962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.120689655172414,"Harper Lee, racism"
1208,78788,28.0,Apocalypse Now ,Action|Drama|War,1979,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.219626168224299,Vietnam
1209,64116,335.0,Once Upon a Time in the West (C'era una volta il West) ,Action|Drama|Western,1968,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.305555555555555,spaghetti western
1210,86190,1892.0,Star Wars: Episode VI - Return of the Jedi ,Action|Adventure|Sci-Fi,1983,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.137755102040816,"darth vader, luke skywalker, space opera"
1211,93191,144.0,"Wings of Desire (Himmel über Berlin, Der) ",Drama|Fantasy|Romance,1987,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3.8846153846153846,No tags available
1212,41959,1092.0,"Third Man, The ",Film-Noir|Mystery|Thriller,1949,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.229166666666667,"ferris wheel, Venice, zither"
1213,99685,769.0,Goodfellas ,Crime|Drama,1990,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.25,Mafia
1214,78748,348.0,Alien ,Horror|Sci-Fi,1979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.969178082191781,aliens
1215,106308,766.0,Army of Darkness ,Action|Adventure|Comedy|Fantasy|Horror,1993,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.03921568627451,No tags available
1216,95250,175.0,"Big Blue, The (Grand bleu, Le) ",Adventure|Drama|Romance,1988,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.4545454545454546,No tags available
1217,89881,11645.0,Ran ,Drama|War,1985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.433333333333334,samurai
1218,97202,10835.0,"Killer, The (Die xue shuang xiong) ",Action|Crime|Drama|Thriller,1989,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4.0,No tags available
1219,54215,539.0,Psycho ,Crime|Horror,1960,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.036144578313253,"Alfred Hitchcock, psychology, suspenseful, tense, Norman Bates, Alfred Hitchcock, black and white, imdb top 250, remade"
1220,80455,525.0,"Blues Brothers, The ",Action|Comedy|Musical,1980,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.8095238095238093,Saturday Night Live
1221,71562,240.0,"Godfather: Part II, The ",Crime|Drama,1974,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.25968992248062,"Al Pacino, Mafia, Mafia"
1222,93058,600.0,Full Metal Jacket ,Drama|War,1987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.098039215686274,"Vietnam, anti-war"
1223,104361,530.0,"Grand Day Out with Wallace and Gromit, A ",Adventure|Animation|Children|Comedy|Sci-Fi,1989,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.089285714285714,moon
1224,97499,10705.0,Henry V ,Action|Drama|Romance|War,1989,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4.0,Shakespeare
1225,86879,279.0,Amadeus ,Drama,1984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.184210526315789,"Mozart, Salieri"
1226,45061,3109.0,"Quiet Man, The ",Drama|Romance,1952,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.5,No tags available
1227,87843,311.0,Once Upon a Time in America ,Crime|Drama,1984,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0625,No tags available
1228,81398,1578.0,Raging Bull ,Drama,1980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.1875,boxing
1230,75686,703.0,Annie Hall ,Comedy|Romance,1977,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.8706896551724137,New York
1231,86197,9549.0,"Right Stuff, The ",Drama,1983,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8636363636363638,"NASA, space"
1232,79944,1398.0,Stalker ,Drama|Mystery|Sci-Fi,1979,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3.625,No tags available
1233,82096,387.0,"Boot, Das (Boat, The) ",Action|Drama|War,1981,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.2125,submarine
1234,70735,9277.0,"Sting, The ",Comedy|Crime,1973,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9765625,The Entertainer
1235,67185,343.0,Harold and Maude ,Comedy|Drama|Romance,1971,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.288461538461538,May-December romance
1236,103130,37291.0,Trust ,Comedy|Drama|Romance,1990,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.333333333333333,No tags available
1237,50976,490.0,"Seventh Seal, The (Sjunde inseglet, Det) ",Drama,1957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.222222222222222,"chess, death, atmospheric, cerebral, existentialism, philosophical, reflective"
1238,85859,11235.0,Local Hero ,Comedy,1983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.055555555555555,No tags available
1240,88247,218.0,"Terminator, The ",Action|Sci-Fi|Thriller,1984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.8969465648854964,"Action, artificial intelligence, robots, Sci-Fi, special effects, tense, time travel, robots"
1241,103873,763.0,Dead Alive (Braindead) ,Comedy|Fantasy|Horror,1992,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.05,No tags available
1242,97441,9665.0,Glory ,Drama|War,1989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.170731707317073,Civil War
1243,100519,18971.0,Rosencrantz and Guildenstern Are Dead ,Comedy|Drama,1990,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.96875,Shakespeare sort of
1244,79522,696.0,Manhattan ,Comedy|Drama|Romance,1979,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.106060606060606,black and white
1245,100150,379.0,Miller's Crossing ,Crime|Drama|Film-Noir|Thriller,1990,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,4.225,Mafia
1246,97165,207.0,Dead Poets Society ,Drama,1989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9593023255813953,"highschool, High School"
1247,61722,37247.0,"Graduate, The ",Comedy|Drama|Romance,1967,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.063291139240507,Simon and Garfunkel
1248,52311,1480.0,Touch of Evil ,Crime|Film-Noir|Thriller,1958,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4.264705882352941,No tags available
1249,100263,9322.0,"Femme Nikita, La (Nikita) ",Action|Crime|Romance|Thriller,1990,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4.071428571428571,hit men
1250,50212,826.0,"Bridge on the River Kwai, The ",Adventure|Drama|War,1957,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.122222222222222,POW
1251,56801,422.0,8 1/2 (8½) ,Drama|Fantasy,1963,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.071428571428571,No tags available
1252,71315,829.0,Chinatown ,Crime|Film-Noir|Mystery|Thriller,1974,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4.211864406779661,incest
1253,43456,828.0,"Day the Earth Stood Still, The ",Drama|Sci-Fi|Thriller,1951,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3.82,aliens
1254,40897,3090.0,"Treasure of the Sierra Madre, The ",Action|Adventure|Drama|Western,1948,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.65625,Cold
1255,92610,9964.0,Bad Taste ,Comedy|Horror|Sci-Fi,1987,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.0,No tags available
1256,23969,3063.0,Duck Soup ,Comedy|Musical|War,1933,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.8043478260869565,No tags available
1257,88794,13667.0,Better Off Dead... ,Comedy|Romance,1985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.685185185185185,skiing
1258,81505,694.0,"Shining, The ",Horror,1980,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.08256880733945,"atmospheric, disturbing, Horror, jack nicholson, masterpiece, psychological, Stanley Kubrick, suspense, Stephen King"
1259,92005,235.0,Stand by Me ,Adventure|Drama,1986,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0054945054945055,Stephen King
1260,22100,832.0,M ,Crime|Film-Noir|Thriller,1931,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3.7333333333333334,"serial killer, atmospheric, chilly, creepy, menacing, mental illness, oninous"
1261,92991,765.0,Evil Dead II (Dead by Dawn) ,Action|Comedy|Fantasy|Horror,1987,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.044117647058823,No tags available
1262,57115,5925.0,"Great Escape, The ",Action|Adventure|Drama|War,1963,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.127906976744186,POW
1263,77416,11778.0,"Deer Hunter, The ",Drama|War,1978,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.8255813953488373,Vietnam
1264,82269,4485.0,Diva ,Action|Drama|Mystery|Romance|Thriller,1981,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,3.8,No tags available
1265,107048,137.0,Groundhog Day ,Comedy|Fantasy|Romance,1993,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.944055944055944,No tags available
1266,105695,33.0,Unforgiven ,Drama|Western,1992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.111111111111111,revenge
1267,56218,982.0,"Manchurian Candidate, The ",Crime|Thriller|War,1962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4.25,"assassination, brainwashing"
1268,100436,8428.0,Pump Up the Volume ,Comedy|Drama,1990,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.611111111111111,No tags available
1269,36613,212.0,Arsenic and Old Lace ,Comedy|Mystery|Thriller,1944,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.8793103448275863,murder
1270,88763,105.0,Back to the Future ,Adventure|Comedy|Sci-Fi,1985,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.038011695906433,time travel
1271,101921,1633.0,Fried Green Tomatoes ,Comedy|Crime|Drama,1991,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5,No tags available
1272,66206,11202.0,Patton ,Drama|War,1970,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.121212121212121,World War II
1273,90967,1554.0,Down by Law ,Comedy|Drama|Film-Noir,1986,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4.045454545454546,No tags available
1274,94625,149.0,Akira ,Action|Adventure|Animation|Sci-Fi,1988,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.7435897435897436,"animation, anime, visually stunning"
1275,91203,8009.0,Highlander ,Action|Adventure|Fantasy,1986,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7291666666666665,No tags available
1276,61512,903.0,Cool Hand Luke ,Drama,1967,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.271929824561403,prison
1277,99334,11673.0,Cyrano de Bergerac ,Comedy|Drama|Romance,1990,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.125,In Netflix queue
1278,72431,3034.0,Young Frankenstein ,Comedy|Fantasy,1974,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.9927536231884058,spoof
1279,102536,339.0,Night on Earth ,Comedy|Drama,1991,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.125,No tags available
1280,101640,10404.0,Raise the Red Lantern (Da hong deng long gao gao gua) ,Drama,1991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.333333333333333,In Netflix queue
1281,32553,914.0,"Great Dictator, The ",Comedy|Drama|War,1940,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.133333333333334,Nazis
1282,32455,756.0,Fantasia ,Animation|Children|Fantasy|Musical,1940,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.7830188679245285,Disney
1283,44706,288.0,High Noon ,Drama|Western,1952,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.2105263157894735,gunfight
1284,38355,910.0,"Big Sleep, The ",Crime|Film-Noir|Mystery,1946,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4.142857142857143,Hammett
1285,97493,2640.0,Heathers ,Comedy,1989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.731707317073171,high school
1286,81534,16633.0,Somewhere in Time ,Drama|Romance,1980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0714285714285716,No tags available
1287,52618,665.0,Ben-Hur ,Action|Adventure|Drama,1959,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9411764705882355,No tags available
1288,88258,11031.0,This Is Spinal Tap ,Comedy,1984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.015151515151516,"music, heavy metal, mockumentary, music"
1289,85809,11314.0,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) ,Documentary,1983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.8636363636363638,No tags available
1290,94006,15143.0,Some Kind of Wonderful ,Drama|Romance,1987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.35,No tags available
1291,97576,89.0,Indiana Jones and the Last Crusade ,Action|Adventure,1989,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.046428571428572,"archaeology, Holy Grail"
1292,78841,10322.0,Being There ,Comedy|Drama,1979,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.95,television
1293,83987,783.0,Gandhi ,Drama,1982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8333333333333335,India
1295,96332,10644.0,"Unbearable Lightness of Being, The ",Drama,1988,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.227272727272727,No tags available
1296,91867,11257.0,"Room with a View, A ",Drama|Romance,1986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.7058823529411766,E. M. Forster
1297,89886,14370.0,Real Genius ,Comedy,1985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.675,No tags available
1298,84503,12104.0,Pink Floyd: The Wall ,Drama|Musical,1982,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.760869565217391,No tags available
1299,87553,625.0,"Killing Fields, The ",Drama|War,1984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.017857142857143,"Cambodia, Vietnam"
1300,89606,8816.0,My Life as a Dog (Mitt liv som hund) ,Comedy|Drama,1985,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.166666666666667,No tags available
1301,49223,830.0,Forbidden Planet ,Drama|Sci-Fi,1956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.8076923076923075,"Shakespeare sort of, space"
1302,97351,2323.0,Field of Dreams ,Children|Drama|Fantasy,1989,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.517857142857143,baseball
1303,73341,983.0,"Man Who Would Be King, The ",Adventure|Drama,1975,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.029411764705882,India
1304,64115,642.0,Butch Cassidy and the Sundance Kid ,Action|Western,1969,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.943548387096774,crime
1305,87884,655.0,"Paris, Texas ",Drama|Romance,1984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.5,No tags available
1306,101458,10341.0,Until the End of the World (Bis ans Ende der Welt) ,Adventure|Drama|Sci-Fi,1991,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.7,No tags available
1307,98635,639.0,When Harry Met Sally... ,Comedy|Romance,1989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.8588235294117648,New York
1310,116589,30180.0,Hype! ,Documentary,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,No tags available
1312,116293,41801.0,Female Perversions ,Drama,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.5,No tags available
1318,112537,18762.0,Blue Juice ,Comedy|Drama,1995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,No tags available
1320,103644,8077.0,Alien³ (a.k.a. Alien 3) ,Action|Horror|Sci-Fi|Thriller,1992,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3.148936170212766,No tags available
1321,82010,814.0,"American Werewolf in London, An ",Comedy|Horror|Thriller,1981,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.4130434782608696,No tags available
1322,103678,41671.0,Amityville 1992: It's About Time ,Horror,1992,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,No tags available
1323,85159,27214.0,Amityville 3-D ,Horror,1983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.6666666666666667,No tags available
1324,115535,52263.0,Amityville: Dollhouse ,Horror,1996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.1666666666666667,No tags available
1325,106262,33519.0,Amityville: A New Generation ,Horror,1993,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.25,No tags available
1326,83550,16235.0,Amityville II: The Possession ,Horror,1982,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.125,No tags available
1327,78767,11449.0,"Amityville Horror, The ",Drama|Horror|Mystery|Thriller,1979,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2.6333333333333333,No tags available
1328,99030,41848.0,"Amityville Curse, The ",Horror,1990,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.75,No tags available
1329,71233,25944.0,Blood for Dracula (Andy Warhol's Dracula) ,Horror,1974,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.75,No tags available
1330,90655,24913.0,April Fool's Day ,Horror,1986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,No tags available
1331,75704,49126.0,Audrey Rose ,Horror,1977,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,No tags available
1332,92632,32076.0,"Believers, The ",Horror|Thriller,1987,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.6666666666666665,No tags available
1333,56869,571.0,"Birds, The ",Horror|Thriller,1963,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.602272727272727,birds
1334,51418,8851.0,"Blob, The ",Horror|Sci-Fi,1958,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.0,No tags available
1335,82083,37843.0,Blood Beach ,Horror|Mystery,1981,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,No tags available
1336,101492,32146.0,Body Parts ,Horror|Thriller,1991,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,No tags available
1337,37549,30346.0,"Body Snatcher, The ",Drama|Horror|Thriller,1945,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4.5,No tags available
1339,103874,6114.0,Dracula (Bram Stoker's Dracula) ,Fantasy|Horror|Romance|Thriller,1992,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,3.4655172413793105,No tags available
1340,26138,229.0,"Bride of Frankenstein, The (Bride of Frankenstein) ",Drama|Horror|Sci-Fi,1935,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3.1666666666666665,No tags available
1341,74258,13549.0,Burnt Offerings ,Horror,1976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.75,No tags available
1342,103919,9529.0,Candyman ,Horror|Thriller,1992,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.5,No tags available
1343,101540,1598.0,Cape Fear ,Thriller,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.78,"horror, Juliette Lewis, Martin Scorsese, Robert De Niro, remake"
1344,55824,11349.0,Cape Fear ,Crime|Drama|Thriller,1962,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3.9642857142857144,lawyer
1345,74285,7340.0,Carrie ,Drama|Fantasy|Horror|Thriller,1976,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,3.3472222222222223,"high school, prom, Stephen King"
1346,83722,6217.0,Cat People ,Drama|Fantasy|Horror,1982,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2.8125,No tags available
1347,87800,377.0,"Nightmare on Elm Street, A ",Horror|Thriller,1984,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,No tags available
1348,13442,653.0,"Nosferatu (Nosferatu, eine Symphonie des Grauens) ",Horror,1922,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.53125,vampires
1349,91651,28198.0,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) ,Horror,1986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,No tags available
1350,75005,794.0,"Omen, The ",Horror|Mystery|Thriller,1976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3.8181818181818183,demons
1351,115710,31640.0,Blood and Wine (Blood & Wine) ,Crime|Drama|Thriller,1996,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2.3333333333333335,No tags available
1352,115495,8744.0,Albino Alligator ,Crime|Thriller,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.25,No tags available
1353,117057,25189.0,"Mirror Has Two Faces, The ",Comedy|Drama|Romance,1996,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.375,personals ads
1354,115751,145.0,Breaking the Waves ,Drama|Mystery,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4.071428571428571,religion
1355,119791,2212.0,Nightwatch ,Horror|Thriller,1997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0,No tags available
1356,117731,199.0,Star Trek: First Contact ,Action|Adventure|Sci-Fi|Thriller,1996,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.879120879120879,Borg
1357,117631,7863.0,Shine ,Drama|Romance,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.0,music
1358,117666,12498.0,Sling Blade ,Drama,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8404255319148937,ex-con
1359,116705,9279.0,Jingle All the Way ,Children|Comedy,1996,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.861111111111111,No tags available
1361,117293,17204.0,Paradise Lost: The Child Murders at Robin Hood Hills ,Documentary,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.083333333333333,In Netflix queue
1363,117372,21539.0,"Preacher's Wife, The ",Drama,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5,religion
1365,117477,12709.0,Ridicule ,Drama,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5833333333333335,No tags available
1366,115988,20539.0,"Crucible, The ",Drama,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9,Arthur Miller
1367,115433,11674.0,101 Dalmatians ,Adventure|Children|Comedy,1996,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.074468085106383,"dogs, remake"
1370,99423,1573.0,Die Hard 2 ,Action|Adventure|Thriller,1990,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.4044117647058822,No tags available
1371,79945,152.0,Star Trek: The Motion Picture ,Adventure|Sci-Fi,1979,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0444444444444443,No tags available
1372,102975,174.0,Star Trek VI: The Undiscovered Country ,Action|Mystery|Sci-Fi,1991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.3452380952380953,Klingons
1373,98382,172.0,Star Trek V: The Final Frontier ,Action|Sci-Fi,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.6666666666666665,No tags available
1374,84726,154.0,Star Trek II: The Wrath of Khan ,Action|Adventure|Sci-Fi|Thriller,1982,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.7661290322580645,Captain Kirk
1375,88170,157.0,Star Trek III: The Search for Spock ,Action|Adventure|Sci-Fi,1984,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.261904761904762,No tags available
